end_x,end_y,error
3,3,0.0
6,3,0.0
9,3,0.0
12,3,0.0
15,3,0.0
18,3,0.0
21,3,0.0
24,3,0.0
27,3,0.0
30,3,0.0
33,3,0.0
36,3,0.0
39,3,0.0
42,3,0.0
45,3,0.0
48,3,0.0
51,3,0.0
54,3,0.0
57,3,0.0
60,3,0.0
63,3,0.0
66,3,0.0
69,3,0.0
72,3,0.0
75,3,0.0
78,3,0.0
81,3,0.0
84,3,0.0
87,3,0.0
90,3,0.0
93,3,0.0
96,3,0.0
99,3,0.0
102,3,0.0
105,3,0.0
108,3,0.0
111,3,0.0
114,3,0.0
117,3,0.0
120,3,0.0
123,3,0.0
126,3,0.0
129,3,0.0
132,3,0.0
135,3,0.0
138,3,0.0
141,3,0.0
144,3,0.0
147,3,0.0
150,3,0.0
153,3,0.0
156,3,0.0
159,3,0.0
162,3,0.0
165,3,0.0
168,3,0.0
171,3,0.0
174,3,0.0
177,3,0.0
180,3,0.0
183,3,0.0
186,3,0.0
189,3,0.0
192,3,0.0
195,3,0.0
198,3,0.0
201,3,0.0
204,3,0.0
207,3,0.0
210,3,0.0
213,3,0.0
216,3,0.0
219,3,0.0
222,3,0.0
225,3,0.0
228,3,0.0
231,3,0.0
234,3,0.0
237,3,0.0
240,3,0.0
243,3,0.0
246,3,0.0
249,3,0.0
252,3,0.0
255,3,0.0
258,3,0.0
261,3,0.0
264,3,0.0
267,3,0.0
270,3,0.0
273,3,0.0
276,3,0.0
279,3,0.0
282,3,0.0
285,3,0.0
288,3,0.0
291,3,0.0
294,3,0.0
297,3,0.0
300,3,0.0
303,3,0.0
306,3,0.0
309,3,0.0
312,3,0.0
315,3,0.0
318,3,0.0
321,3,0.0
324,3,0.0
327,3,0.0
330,3,0.0
333,3,0.0
336,3,0.0
339,3,0.0
341,3,0.0
3,6,0.0
6,6,0.0
9,6,0.0
12,6,0.0
15,6,0.0
18,6,0.0
21,6,0.0
24,6,0.0
27,6,0.0
30,6,0.0
33,6,0.0
36,6,0.0
39,6,0.0
42,6,0.0
45,6,0.0
48,6,0.0
51,6,0.0
54,6,0.0
57,6,0.0
60,6,0.0
63,6,0.0
66,6,0.0
69,6,0.0
72,6,0.0
75,6,0.0
78,6,0.0
81,6,0.0
84,6,0.0
87,6,0.0
90,6,0.0
93,6,0.0
96,6,0.0
99,6,0.0
102,6,0.0
105,6,0.0
108,6,0.0
111,6,0.0
114,6,0.0
117,6,0.0
120,6,0.0
123,6,0.0
126,6,0.0
129,6,0.0
132,6,0.0
135,6,0.0
138,6,0.0
141,6,0.0
144,6,0.0
147,6,0.0
150,6,0.0
153,6,0.0
156,6,0.0
159,6,0.0
162,6,0.0
165,6,0.0
168,6,0.0
171,6,0.0
174,6,0.0
177,6,0.0
180,6,0.0
183,6,0.0
186,6,0.0
189,6,0.0
192,6,0.0
195,6,0.0
198,6,0.0
201,6,0.0
204,6,0.0
207,6,0.0
210,6,0.0
213,6,0.0
216,6,0.0
219,6,0.0
222,6,0.0
225,6,0.0
228,6,0.0
231,6,0.0
234,6,0.0
237,6,0.0
240,6,0.0
243,6,0.0
246,6,0.0
249,6,0.0
252,6,0.0
255,6,0.0
258,6,0.0
261,6,0.0
264,6,0.0
267,6,0.0
270,6,0.0
273,6,0.0
276,6,0.0
279,6,0.0
282,6,0.0
285,6,0.0
288,6,0.0
291,6,0.0
294,6,0.0
297,6,0.0
300,6,0.0
303,6,0.0
306,6,0.0
309,6,0.0
312,6,0.0
315,6,0.0
318,6,0.0
321,6,0.0
324,6,0.0
327,6,0.0
330,6,0.0
333,6,0.0
336,6,0.0
339,6,0.0
341,6,0.0
3,9,0.0
6,9,0.0
9,9,0.0
12,9,0.0
15,9,0.0
18,9,0.0
21,9,0.0
24,9,0.0
27,9,0.0
30,9,0.0
33,9,0.0
36,9,0.0
39,9,0.0
42,9,0.0
45,9,0.0
48,9,0.0
51,9,0.0
54,9,0.0
57,9,0.0
60,9,0.0
63,9,0.0
66,9,0.0
69,9,0.0
72,9,0.0
75,9,0.0
78,9,0.0
81,9,0.0
84,9,0.0
87,9,0.0
90,9,0.0
93,9,0.0
96,9,0.0
99,9,0.0
102,9,0.0
105,9,0.0
108,9,0.0
111,9,0.0
114,9,0.0
117,9,0.0
120,9,0.0
123,9,0.0
126,9,0.0
129,9,0.0
132,9,0.0
135,9,0.0
138,9,0.0
141,9,0.0
144,9,0.0
147,9,0.0
150,9,0.0
153,9,0.0
156,9,0.0
159,9,0.0
162,9,0.0
165,9,0.0
168,9,0.0
171,9,0.0
174,9,0.0
177,9,0.0
180,9,0.0
183,9,0.0
186,9,0.0
189,9,0.0
192,9,0.0
195,9,0.0
198,9,0.0
201,9,0.0
204,9,0.0
207,9,0.0
210,9,0.0
213,9,0.0
216,9,0.0
219,9,0.0
222,9,0.0
225,9,0.0
228,9,0.0
231,9,0.0
234,9,0.0
237,9,0.0
240,9,0.0
243,9,0.0
246,9,0.0
249,9,0.0
252,9,0.0
255,9,0.0
258,9,0.0
261,9,0.0
264,9,0.0
267,9,0.0
270,9,0.0
273,9,0.0
276,9,0.0
279,9,0.0
282,9,0.0
285,9,0.0
288,9,0.0
291,9,0.0
294,9,0.0
297,9,0.0
300,9,0.0
303,9,0.0
306,9,0.0
309,9,0.0
312,9,0.0
315,9,0.0
318,9,0.0
321,9,0.0
324,9,0.0
327,9,0.0
330,9,0.0
333,9,0.0
336,9,0.0
339,9,0.0
341,9,0.0
3,12,0.0
6,12,0.0
9,12,0.0
12,12,0.0
15,12,0.0
18,12,0.0
21,12,0.0
24,12,0.0
27,12,-0.5743389129638672
30,12,-3.9167854521009655
33,12,-4.810166411929661
36,12,-4.580942312876384
39,12,-4.417845514085558
42,12,-4.295028421613905
45,12,-4.172417640686035
48,12,-4.013577540715535
51,12,-3.884969843758477
54,12,-3.7817592091030545
57,12,-3.6905464331309
60,12,-3.6063443289862738
63,12,-3.5498073630862765
66,12,-3.467216624153985
69,12,-3.3771074877844915
72,12,-3.275056335661146
75,12,-3.167330927318997
78,12,-3.073968145582411
81,12,-2.9910602834489612
84,12,-2.9265485604604087
87,12,-2.8714481459723578
90,12,-2.845181385676066
93,12,-2.8390741878085666
96,12,-2.8314957353803845
99,12,-2.8439298735724554
102,12,-2.866133213043213
105,12,-2.8623918427361383
108,12,-2.8347507317860923
111,12,-2.806871175765991
114,12,-2.783844550450643
117,12,-2.75040700700548
120,12,-2.7154617309570312
123,12,-2.6828436851501465
126,12,-2.6639013555314808
129,12,-2.6243609057532415
132,12,-2.5999495453304715
135,12,-2.572749800152249
138,12,-2.5539411703745523
141,12,-2.5389311843448215
144,12,-2.5186574459075928
147,12,-2.4937818315294056
150,12,-2.458275477091471
