end_x,end_y,error
243,12,0.0
246,12,0.0
249,12,0.0
252,12,0.0
255,12,0.0
258,12,0.0
261,12,0.0
264,12,0.0
267,12,0.0
270,12,0.0
273,12,0.0
276,12,0.0
279,12,0.0
282,12,0.0
285,12,0.0
288,12,0.0
291,12,0.0
294,12,0.0
297,12,0.0
300,12,0.0
303,12,0.0
306,12,0.0
309,12,0.0
312,12,0.0
315,12,0.0
318,12,0.0
321,12,0.0
324,12,0.0
327,12,0.0
330,12,0.0
333,12,0.0
336,12,0.0
339,12,0.0
341,12,0.0
3,15,0.0
6,15,0.0
9,15,0.0
12,15,0.0
15,15,0.0
18,15,0.0
21,15,0.0
24,15,0.0
27,15,0.0
30,15,0.0
33,15,0.0
36,15,0.0
39,15,0.0
42,15,0.0
45,15,0.0
48,15,0.0
51,15,0.0
54,15,0.0
57,15,0.0
60,15,0.0
63,15,0.0
66,15,0.0
69,15,0.0
72,15,0.0
75,15,0.0
78,15,0.0
81,15,0.0
84,15,0.0
87,15,0.0
90,15,0.0
93,15,0.0
96,15,0.0
99,15,0.0
102,15,0.0
105,15,0.0
108,15,0.0
111,15,0.0
114,15,0.0
117,15,0.0
120,15,0.0
123,15,0.0
126,15,0.0
129,15,0.0
132,15,0.0
135,15,0.0
138,15,0.0
141,15,0.0
144,15,0.0
147,15,0.0
150,15,0.0
153,15,0.0
156,15,0.0
159,15,0.0
162,15,0.0
165,15,0.0
168,15,0.0
171,15,0.0
174,15,0.0
177,15,0.0
180,15,0.0
183,15,0.0
186,15,0.0
189,15,0.0
192,15,0.0
195,15,0.0
198,15,0.0
201,15,0.0
204,15,0.0
207,15,0.0
210,15,0.0
213,15,0.0
216,15,0.0
219,15,0.0
222,15,0.0
225,15,0.0
228,15,0.0
231,15,0.0
234,15,0.0
237,15,0.0
240,15,0.0
243,15,0.0
246,15,0.0
249,15,0.0
252,15,0.0
255,15,0.0
258,15,0.0
261,15,0.0
264,15,0.0
267,15,0.0
270,15,0.0
273,15,0.0
276,15,0.0
279,15,0.0
282,15,0.0
285,15,0.0
288,15,0.0
291,15,0.0
294,15,0.0
297,15,0.0
300,15,0.0
303,15,0.0
306,15,0.0
309,15,0.0
312,15,0.0
315,15,0.0
318,15,0.0
321,15,0.0
324,15,0.0
327,15,0.0
330,15,0.0
333,15,0.0
336,15,0.0
339,15,0.0
341,15,0.0
3,18,0.0
6,18,0.0
9,18,0.0
12,18,0.0
15,18,0.0
18,18,0.0
21,18,0.0
24,18,0.0
27,18,0.0
30,18,0.0
33,18,0.0
36,18,0.0
39,18,0.0
42,18,0.0
45,18,0.0
48,18,0.0
51,18,0.0
54,18,0.0
57,18,0.0
60,18,0.0
63,18,0.0
66,18,0.0
69,18,0.0
72,18,0.0
75,18,0.0
78,18,0.0
81,18,0.0
84,18,0.0
87,18,0.0
90,18,0.0
93,18,0.0
96,18,0.0
99,18,0.0
102,18,0.0
105,18,0.0
108,18,0.0
111,18,0.0
114,18,0.0
117,18,0.0
120,18,0.0
123,18,0.0
126,18,0.0
129,18,0.0
132,18,0.0
135,18,0.0
138,18,0.0
141,18,0.0
144,18,0.0
147,18,0.0
150,18,0.0
153,18,0.0
156,18,0.0
159,18,0.0
162,18,0.0
165,18,0.0
168,18,0.0
171,18,0.0
174,18,0.0
177,18,0.0
180,18,0.0
183,18,0.0
186,18,0.0
189,18,0.0
192,18,0.0
195,18,0.0
198,18,0.0
201,18,0.0
204,18,0.0
207,18,0.0
210,18,0.0
213,18,0.0
216,18,0.0
219,18,0.0
222,18,0.0
225,18,0.0
228,18,0.0
231,18,0.0
234,18,0.0
237,18,0.0
240,18,0.0
243,18,0.0
246,18,0.0
249,18,0.0
252,18,0.0
255,18,0.0
258,18,0.0
261,18,0.0
264,18,0.0
267,18,0.0
270,18,0.0
273,18,0.0
276,18,0.0
279,18,0.0
282,18,0.0
285,18,0.0
288,18,0.0
291,18,0.0
294,18,0.0
297,18,0.0
300,18,0.0
303,18,0.0
306,18,0.0
309,18,0.0
312,18,0.0
315,18,0.0
318,18,0.0
321,18,0.0
324,18,0.0
327,18,0.0
330,18,0.0
333,18,0.0
336,18,0.0
339,18,0.0
341,18,0.0
3,21,0.0
6,21,0.0
9,21,0.0
12,21,0.0
15,21,0.0
18,21,0.0
21,21,0.0
24,21,0.0
27,21,0.0
30,21,0.0
33,21,0.0
36,21,0.0
39,21,0.0
42,21,0.0
45,21,0.0
48,21,0.0
51,21,0.0
54,21,0.0
57,21,0.0
60,21,0.0
63,21,0.0
66,21,0.0
69,21,0.0
72,21,0.0
75,21,0.0
78,21,0.0
81,21,0.0
84,21,0.0
87,21,0.0
90,21,0.0
93,21,0.0
96,21,0.0
99,21,0.0
102,21,0.0
105,21,0.0
108,21,0.0
111,21,0.0
114,21,0.0
117,21,0.0
120,21,0.0
123,21,0.0
126,21,0.0
129,21,0.0
132,21,0.0
135,21,0.0
138,21,0.0
141,21,0.0
144,21,0.0
147,21,0.0
150,21,0.0
153,21,0.0
156,21,0.0
159,21,0.0
162,21,0.0
165,21,0.0
168,21,0.0
171,21,0.0
174,21,0.0
177,21,0.0
180,21,0.0
183,21,0.0
186,21,0.0
189,21,0.0
192,21,0.0
195,21,0.0
198,21,0.0
201,21,0.0
204,21,0.0
207,21,0.0
210,21,0.0
213,21,0.0
216,21,0.0
219,21,0.0
222,21,0.0
225,21,0.0
228,21,0.0
231,21,0.0
234,21,0.0
237,21,0.0
240,21,0.0
243,21,0.0
246,21,0.0
249,21,0.0
252,21,0.0
255,21,0.0
258,21,0.0
261,21,0.0
264,21,0.0
267,21,0.0
270,21,0.0
273,21,0.0
276,21,0.0
279,21,0.0
282,21,0.0
285,21,0.0
288,21,0.0
291,21,0.0
294,21,0.0
297,21,0.0
300,21,0.0
303,21,0.0
306,21,0.0
309,21,0.0
312,21,0.0
315,21,0.0
318,21,0.0
321,21,0.0
324,21,0.0
327,21,0.0
330,21,0.0
333,21,0.0
336,21,0.0
339,21,0.0
341,21,0.0
3,24,0.0
6,24,0.0
9,24,0.0
12,24,0.0
15,24,0.0
18,24,0.0
21,24,0.0
24,24,-1.704109960132175
27,24,-1.5567368004057143
30,24,-1.4724631044599745
33,24,-1.4394965171813965
36,24,-1.44682772954305
39,24,-1.4659276538425021
42,24,-1.4730305804146662
45,24,-1.485654804441664
48,24,-1.5049083762698703
51,24,-1.524996320406596
54,24,-1.5535591575834486
57,24,-1.616269628206889
60,24,-1.6782708962758381
63,24,-1.7259987195332844
66,24,-1.767277929517958
69,24,-1.7801909844080608
72,24,-1.793704350789388
75,24,-1.8016993072297838
78,24,-1.7858506441116333
81,24,-1.7490133576922946
84,24,-1.680987344847785
87,24,-1.596108939912584
90,24,-1.5207923253377278
93,24,-1.434647798538208
96,24,-1.344915787378947
99,24,-1.2582352426317003
102,24,-1.178192138671875
105,24,-1.0964326858520508
108,24,-1.0151229898134868
111,24,-0.9415018359820048
114,24,-0.871790369351705
117,24,-0.8093598021401299
120,24,-0.7487603889571296
123,24,-0.6987193624178568
126,24,-0.6518216033776602
129,24,-0.6015480193826888
132,24,-0.5448058909840054
135,24,-0.4923596812619103
138,24,-0.4504823088645935
141,24,-0.4022507750325733
144,24,-0.36183250447114307
147,24,-0.3207375622457928
150,24,-0.2780737396743562
153,24,-0.2357020171152221
156,24,-0.18584828287324248
159,24,-0.13378488231036398
162,24,-0.09181309698356523
165,24,-0.0485423285410636
168,24,0.00025506296919451817
171,24,0.04712576005193922
174,24,0.09718830635150273
177,24,0.128991123702791
180,24,0.15635332961877188
183,24,0.1990576663778888
186,24,0.2361517722925378
189,24,0.27015614406102234
192,24,0.2976869684126642
195,24,0.3128404062655237
198,24,0.3302658986714151
201,24,0.34921380049652523
204,24,0.3696246130598916
207,24,0.38319045801957446
210,24,0.39075644314289093
213,24,0.3999078588353263
216,24,0.41069944037331474
219,24,0.426978212263849
222,24,0.4313394675652186
225,24,0.4359199520614412
228,24,0.4376077420181698
231,24,0.43806786172919804
234,24,0.45354971951908535
237,24,0.45244412620862323
240,24,0.43801404866907334
243,24,0.4156963990794288
246,24,0.39311737649970585
249,24,0.35464178687996334
252,24,0.30497057570351493
255,24,0.23934751086764866
258,24,0.15089014571842402
261,24,0.07173940622144276
264,24,-0.018641040867401495
267,24,-0.10264035190145175
270,24,-0.19031383552485043
273,24,-0.2716919167174233
276,24,-0.33867650892999435
279,24,-0.40174510412746006
282,24,-0.4449933535522885
285,24,-0.48400162325965035
288,24,-0.5002242260509067
291,24,-0.4947027133570777
294,24,-0.4643853008747101
297,24,-0.43052897188398576
300,24,-0.36624443862173295
303,24,-0.2965071002642314
306,24,-0.2585872444841597
309,24,-0.22491082383526695
312,24,-0.18710565898153517
315,24,-0.1375173040562206
318,24,-0.06882398803200987
321,24,0.014077015169378784
324,24,0.0
327,24,0.0
330,24,0.0
333,24,0.0
336,24,0.0
339,24,0.0
341,24,0.0
3,27,0.0
6,27,0.0
9,27,0.0
12,27,0.0
15,27,0.0
18,27,0.0
21,27,0.0
24,27,-1.557027260462443
27,27,-1.4605043596691556
30,27,-1.432897965113322
33,27,-1.4593409034940932
36,27,-1.5057090520858765
39,27,-1.5532408555348713
42,27,-1.5855050484339397
45,27,-1.61597298251258
48,27,-1.644031869040595
51,27,-1.659815298186408
54,27,-1.6796967850791082
57,27,-1.725386420885722
60,27,-1.7594539059533014
63,27,-1.7689920134014554
66,27,-1.7665911383099027
69,27,-1.731405258178711
72,27,-1.6950225035349529
75,27,-1.641811039712694
78,27,-1.5722251468234592
81,27,-1.490422209103902
84,27,-1.391567866007487
87,27,-1.3066516584820218
90,27,-1.2217428816689386
93,27,-1.1320776277118259
96,27,-1.0383231772316828
99,27,-0.9430114428202311
102,27,-0.8510171108775668
105,27,-0.7629084255960252
108,27,-0.6739148762491014
111,27,-0.5919824010796018
114,27,-0.5146315528286828
117,27,-0.442282047536638
120,27,-0.3741926948229472
123,27,-0.31721990803877514
126,27,-0.2621624618768692
129,27,-0.20105605572462082
132,27,-0.1354497949489289
135,27,-0.07403397911952601
138,27,-0.029052189654774137
141,27,0.02042334945872426
144,27,0.06421381193730566
147,27,0.1142718597418732
150,27,0.16136355925765303
153,27,0.2127742659714487
156,27,0.26496948964065975
159,27,0.3255470610327191
162,27,0.38210473623540664
165,27,0.4396052559216817
168,27,0.48984364999665153
171,27,0.5381200545363956
174,27,0.5909469823042551
177,27,0.6271946993139055
180,27,0.6593801842795478
183,27,0.7077697118123373
186,27,0.7490814394421048
189,27,0.789423750506507
192,27,0.8191497789488899
195,27,0.8369756208525764
198,27,0.8484943376647102
201,27,0.8686088191138374
204,27,0.8859548899862502
207,27,0.8957044879595438
210,27,0.9002739787101746
213,27,0.9032029906908671
216,27,0.9037893282042609
219,27,0.9125146468480428
222,27,0.9152038229836358
225,27,0.9133491118748983
228,27,0.9039664533403184
231,27,0.8970906668239169
234,27,0.8992205129729377
237,27,0.8833185036977133
240,27,0.8520519203609891
243,27,0.8075088991059197
246,27,0.7672729823324416
249,27,0.70815951956643
252,27,0.6417444348335266
255,27,0.5610057314236959
258,27,0.46119051178296405
261,27,0.36415637532869977
264,27,0.2570201920138465
267,27,0.15960407257080078
270,27,0.06320181871867842
273,27,-0.029679031783921853
276,27,-0.10637340156568421
279,27,-0.18507460670338738
282,27,-0.2683947698937522
285,27,-0.3634665740860833
288,27,-0.4398796392811669
291,27,-0.4779121180375417
294,27,-0.4780568612946404
297,27,-0.47176822688844466
300,27,-0.41808052857716876
303,27,-0.3613593280315399
306,27,-0.3314519226551056
309,27,-0.313387350903617
312,27,-0.2848183612028758
315,27,-0.24881777829594082
318,27,-0.16121731367376116
321,27,-0.046817225145383015
324,27,0.0
327,27,0.0
330,27,0.0
333,27,0.0
336,27,0.0
339,27,0.0
341,27,0.0
3,30,0.0
6,30,0.0
9,30,0.0
12,30,0.0
15,30,0.0
18,30,0.0
21,30,0.0
24,30,-1.4788565105862088
27,30,-1.4463901784684923
30,30,-1.4701250261730618
33,30,-1.518023755815294
36,30,-1.5680141581429377
39,30,-1.6094993617799547
42,30,-1.6297520399093628
45,30,-1.647291448381212
48,30,-1.6574331521987915
51,30,-1.6620692941877577
54,30,-1.6671457423104181
57,30,-1.690974407725864
60,30,-1.6927042537265353
63,30,-1.67309656408098
66,30,-1.6296420097351074
69,30,-1.5509868595335219
72,30,-1.4766603178448148
75,30,-1.403314060635037
78,30,-1.3408891492419772
81,30,-1.2778403759002686
84,30,-1.1960296233495076
87,30,-1.1272319952646892
90,30,-1.0439869430330064
93,30,-0.951412730746799
96,30,-0.8550108538733588
99,30,-0.7519715163442824
102,30,-0.6453490455945333
105,30,-0.5465715262624953
108,30,-0.44821466008822125
111,30,-0.35848339398701984
114,30,-0.2757084104749892
117,30,-0.19846943931447136
120,30,-0.12170191171268623
123,30,-0.05192051827907562
126,30,0.014877325389534235
129,30,0.086086286438836
132,30,0.15439843800332811
135,30,0.22199417071210015
138,30,0.27359087930785286
141,30,0.3276098254654143
144,30,0.3773173987865448
147,30,0.43271105157004464
150,30,0.485694236225552
153,30,0.5420015123155382
156,30,0.606544918484158
159,30,0.6756123635503981
162,30,0.7447347972128127
165,30,0.8122153083483378
168,30,0.8706259992387559
171,30,0.9248500068982443
174,30,0.9826258818308512
177,30,1.0266156064139471
180,30,1.0615245434972975
183,30,1.1119273636076186
186,30,1.154186487197876
189,30,1.1988615459865994
192,30,1.2369984255896673
195,30,1.2559500535329182
198,30,1.2662709554036458
201,30,1.2782665756013658
204,30,1.29078827963935
207,30,1.295046673880683
210,30,1.2966459194819133
213,30,1.2948417398664687
216,30,1.28876531124115
219,30,1.2949290408028498
222,30,1.299542228380839
225,30,1.2964924971262615
228,30,1.281295617421468
231,30,1.2631444136301677
234,30,1.2490745120578342
237,30,1.219320707850986
240,30,1.1805707746081882
243,30,1.1221212943394978
246,30,1.0606880519125197
249,30,0.9834494392077128
252,30,0.8981089393297831
255,30,0.8045835958586799
258,30,0.690207302570343
261,30,0.5731431576940749
264,30,0.44811955756611294
267,30,0.33501534991794163
270,30,0.22835652861330244
273,30,0.12630478623840544
276,30,0.045566206694477134
279,30,-0.030826242330173653
282,30,-0.11615507677197456
285,30,-0.21266256438361275
288,30,-0.30644062989287907
291,30,-0.3832651972770691
294,30,-0.42539001835717094
297,30,-0.4510445164309608
300,30,-0.4129703839619954
303,30,-0.3695601092444526
306,30,-0.3448060055573781
309,30,-0.32964980271127486
312,30,-0.3172115948465135
315,30,-0.29318976402282715
318,30,-0.20937902563148075
321,30,-0.0816949452790949
324,30,0.0
327,30,0.0
330,30,0.0
333,30,0.0
336,30,0.0
339,30,0.0
341,30,0.0
3,33,0.0
6,33,0.0
9,33,0.0
12,33,0.0
15,33,0.0
18,33,0.0
21,33,0.0
24,33,-1.4465340110990736
27,33,-1.4709186951319377
30,33,-1.525823222266303
33,33,-1.5667089356316461
36,33,-1.6030482451121013
39,33,-1.6273665295706854
42,33,-1.6337084107928805
45,33,-1.642279280556573
48,33,-1.6360895501242743
51,33,-1.6216622591018677
54,33,-1.6045186122258503
57,33,-1.5998011032740276
60,33,-1.5605121850967407
63,33,-1.4902722703086004
66,33,-1.409661504957411
69,33,-1.3451488812764485
72,33,-1.2961094114515517
75,33,-1.2478484312693279
78,33,-1.2019662062327068
81,33,-1.1462059285905626
84,33,-1.070432980855306
87,33,-1.001107633113861
90,33,-0.918639792336358
93,33,-0.8228872021039327
96,33,-0.7282745440800985
99,33,-0.6167787379688687
102,33,-0.5032775104045868
105,33,-0.3948991762267219
108,33,-0.28180821736653644
111,33,-0.17787991878059176
114,33,-0.08327977074724105
117,33,-0.0002255892613902688
120,33,0.07796740205877642
123,33,0.1526099004679256
126,33,0.22594091130627525
129,33,0.3019041336245007
132,33,0.37605630689197117
135,33,0.45374057359165615
138,33,0.5155727730857002
141,33,0.5785493850708008
144,33,0.6351685656441582
147,33,0.6963720387882657
150,33,0.7543576823340522
153,33,0.815423952208625
156,33,0.891186429394616
159,33,0.9728854364818997
162,33,1.055359337064955
165,33,1.131771034664578
168,33,1.1993311246236165
171,33,1.2676678631040785
174,33,1.3429532845815022
177,33,1.396573887930976
180,33,1.4368592368231878
183,33,1.4869979090160794
186,33,1.5254692633946736
189,33,1.5673395130369399
192,33,1.6007877588272095
195,33,1.618215799331665
198,33,1.6270516183641222
201,33,1.6349645720587835
204,33,1.6415410968992445
207,33,1.6403854952918158
210,33,1.6327328946855333
213,33,1.619344499376085
216,33,1.6076345708635118
219,33,1.6052662796444364
222,33,1.6036735243267484
225,33,1.59495829211341
228,33,1.568316313955519
231,33,1.5422975619633992
234,33,1.5129552284876506
237,33,1.4657438463634915
240,33,1.4126986530092027
243,33,1.334270755449931
246,33,1.2520025571187336
249,33,1.1556531455781724
252,33,1.0554611550437079
255,33,0.9525332649548849
258,33,0.833990580505795
261,33,0.7115052607324388
264,33,0.5746694869465299
267,33,0.4574484560224745
270,33,0.3424125711123149
273,33,0.23658220138814715
276,33,0.14360191259119245
279,33,0.05689054944862922
282,33,-0.03237926355925285
285,33,-0.1259930340780152
288,33,-0.20527762505743238
291,33,-0.2742486314641105
294,33,-0.32815638184547424
297,33,-0.39084772268931073
300,33,-0.3913871745268504
303,33,-0.37296024296018815
306,33,-0.3582466807630327
309,33,-0.34958510597546893
312,33,-0.34199004040824044
315,33,-0.3253086871571011
318,33,-0.25217494037416244
321,33,-0.11562404119306141
324,33,0.0
327,33,0.0
330,33,0.0
333,33,0.0
336,33,0.0
339,33,0.0
341,33,0.0
3,36,0.0
6,36,0.0
9,36,0.0
12,36,0.0
15,36,0.0
18,36,0.0
21,36,0.0
24,36,-1.4250364965862699
27,36,-1.4940113226572673
30,36,-1.561652488178677
33,36,-1.5938735405604045
36,36,-1.6130490435494318
39,36,-1.616961505677965
42,36,-1.6003934939702351
45,36,-1.589021709230211
48,36,-1.56535800298055
51,36,-1.5344129668341742
54,36,-1.48602298895518
57,36,-1.435948822233412
60,36,-1.3464648591147528
63,36,-1.281460656060113
66,36,-1.2362655136320326
69,36,-1.216968880759345
72,36,-1.1874288850360446
75,36,-1.1536759667926364
78,36,-1.1223902040057712
81,36,-1.073011702961392
84,36,-1.0031307339668274
87,36,-0.938146604432
90,36,-0.8528131114112006
93,36,-0.7496572534243265
96,36,-0.6554452114635043
99,36,-0.5467782086796231
102,36,-0.4318097730477651
105,36,-0.31602735651863945
108,36,-0.1884515749083625
111,36,-0.0690732476198011
114,36,0.04050034346679846
117,36,0.13047444820404053
120,36,0.21777024037308162
123,36,0.3024825437201394
126,36,0.38917545477549237
129,36,0.4783327745066749
132,36,0.5586188236872355
135,36,0.6443778276443481
138,36,0.7233231133884854
141,36,0.7974829806221856
144,36,0.8713745805952284
147,36,0.944100538889567
150,36,1.0119993620448642
153,36,1.0773598816659715
156,36,1.1621957222620647
159,36,1.25792482164171
162,36,1.3522229194641113
165,36,1.4391140010621812
168,36,1.5154831409454346
171,36,1.5900717708799574
174,36,1.6782215568754408
177,36,1.7404874828126695
180,36,1.788888480928209
183,36,1.834914379649692
186,36,1.8643420802222357
189,36,1.892413059870402
192,36,1.9175140857696533
195,36,1.9278467628690932
198,36,1.9236214425828722
201,36,1.9228673775990803
204,36,1.9172086980607774
207,36,1.90418451362186
210,36,1.8885643084843953
213,36,1.866916259129842
216,36,1.8436353471544054
219,36,1.827612664964464
222,36,1.8112438652250502
225,36,1.794478005833096
228,36,1.76230612066057
231,36,1.727461616198222
234,36,1.68136817879147
237,36,1.6219883494906955
240,36,1.557451327641805
243,36,1.4650275707244873
246,36,1.3722328080071344
249,36,1.2586384349399142
252,36,1.144951621691386
255,36,1.034850835800171
258,36,0.9170863098568387
261,36,0.7827053798569573
264,36,0.6351932883262634
267,36,0.5077875587675307
270,36,0.39162807332144844
273,36,0.2972596486409505
276,36,0.20281244152122074
279,36,0.1044576226009263
282,36,0.011703827263166508
285,36,-0.07902444443768925
288,36,-0.1552559965186649
291,36,-0.21153830488522848
294,36,-0.24430270161893633
297,36,-0.28157244788275826
300,36,-0.3048228654596541
303,36,-0.32206868131955463
306,36,-0.33083654443422955
309,36,-0.34543293714523315
312,36,-0.3454015586111281
315,36,-0.3291267620192634
318,36,-0.2735721253686481
321,36,-0.13438677911957106
324,36,0.0
327,36,0.0
330,36,0.0
333,36,0.0
336,36,0.0
339,36,0.0
341,36,0.0
3,39,0.0
6,39,0.0
9,39,0.0
12,39,0.0
15,39,0.0
18,39,0.0
21,39,0.0
24,39,-1.4057732952965631
27,39,-1.500535077518887
30,39,-1.5622668928570218
33,39,-1.5868118339114718
36,39,-1.595160378350152
39,39,-1.5845366186565824
42,39,-1.555139462153117
45,39,-1.5259741412268744
48,39,-1.481091817220052
51,39,-1.4278754790623982
54,39,-1.3483294910854764
57,39,-1.2693180375629
60,39,-1.2039608028199937
63,39,-1.1796779897477891
66,39,-1.1592212782965765
69,39,-1.1539385716120403
72,39,-1.1313958168029785
75,39,-1.1026385492748685
78,39,-1.0730287498897977
81,39,-1.0289166106118097
84,39,-0.9684216048982408
87,39,-0.9075203935305277
